Name,Team,Position,Cost,Creativity,Influence,Threat,ICT,Goals_conceded,Goals_scored,Assists,Own_goals,Penalties_missed,Penalties_saved,Saves,Yellow_cards,Red_cards,TSB,Minutes,Bonus,Points
Carroll,WHU,FWD,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cathcart,WAT,DEF,45,1,33.2,6,4,2,0,0,0,0,0,0,0,0,0.2,270,0,10
Cavaleiro,WOL,MID,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Cech,ARS,GKP,50,0,127.8,0,12.8,6,0,0,0,0,0,18,0,0,2,270,0,9
Chalobah,WAT,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
Chamberlain,LIV,MID,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chambers,FUL,DEF,45,0.7,55,0,5.6,5,0,0,0,0,0,0,0,0,1.6,180,0,2
Chicharito,WHU,FWD,65,5.3,4.2,48,5.8,5,0,1,0,0,0,0,0,0,2.2,125,0,7
Chilwell,LEI,DEF,50,56.3,69.6,69,19.6,3,0,0,0,0,0,0,0,0,0.7,270,2,11
Choudhury,LEI,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Christensen,CHE,DEF,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0
Christie,FUL,DEF,45,19.3,18.8,9,4.7,2,0,0,0,0,0,0,0,0,0.2,95,0,2
Cisse,FUL,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Clark,NEW,DEF,45,0.8,34.8,26,6.2,2,0,0,0,0,0,0,0,0,0.3,230,0,8
Cleverley,WAT,MID,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clyne,LIV,DEF,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
Coady,WOL,DEF,45,0.9,43,0,4.4,5,0,0,0,0,0,0,1,0,0.5,270,0,3
Coleman,EVE,DEF,55,15.3,61.6,37,11.4,5,0,0,0,0,0,0,0,0,2.4,270,0,4
Connolly,CAR,DEF,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0
Cork,BUR,MID,49,38.7,15.4,12,6.6,6,0,0,0,0,0,0,1,0,0.9,228,0,5
Costa,WOL,MID,49,17.6,11.8,26,5.5,5,0,0,0,0,0,0,0,0,0.6,186,0,5
Courtois,CHE,GKP,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0
Cresswell,WHU,DEF,54,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0
Cunningham,CAR,DEF,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Cedric,SOU,DEF,45,8.2,21.4,14,4.4,4,0,0,0,0,0,0,1,0,6,235,0,2
Dahlberg,WAT,GKP,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Dalot,MUN,DEF,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damour,CAR,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Daniels,BOU,DEF,45,34.9,48.8,8,9.1,3,0,0,0,0,0,0,1,0,14.3,270,0,8
Danilo,MCI,DEF,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
Dann,CRY,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darlow,NEW,GKP,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Darmian,MUN,DEF,49,2.3,20.6,7,3,1,0,0,0,0,0,0,0,0,0.4,90,0,2
David Luiz,CHE,DEF,55,6.8,34.8,8,4.9,2,0,0,0,0,0,0,1,0,4,230,0,7
David Silva,MCI,MID,85,117.5,68.2,71,25.7,2,1,0,0,0,0,0,1,0,6.5,153,2,10
Davies,EVE,MID,54,16.3,27.6,3,4.7,3,0,0,0,0,0,0,0,0,0.2,156,0,4
Davies,TOT,DEF,59,71.6,34.2,65,17.1,2,0,0,0,0,0,0,0,0,5.9,180,0,4
Davis,SOU,MID,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
De Bruyne,MCI,MID,98,14.8,4.4,7,2.6,0,0,0,0,0,0,0,1,0,5,30,0,0
De Gea,MUN,GKP,60,0,25.2,0,2.5,4,0,0,0,0,0,3,0,0,25.7,180,0,4
Deeney,WAT,FWD,60,33.7,64,95,19.2,2,1,1,0,0,0,0,0,0,3.9,268,3,16
Defoe,BOU,FWD,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1,0,1
Defour,BUR,MID,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delph,MCI,DEF,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0
Dembele,TOT,MID,49,2.2,6.2,1,1,0,0,0,0,0,0,0,0,0,1.4,49,0,2
Dendoncker,WOL,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
Depoitre,HUD,FWD,54,11.6,2.4,8,2.1,4,0,0,0,0,0,0,0,0,0.9,100,0,3
Deulofeu,WAT,MID,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
Diabate,LEI,MID,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diakhaby,HUD,MID,49,3.4,8.2,2,1.4,3,0,0,0,0,0,0,0,0,0,115,0,5
Diame,NEW,MID,50,13.6,33.2,25,7.2,2,0,0,0,0,0,0,1,0,0.1,230,0,5
Diaz,MCI,MID,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Dier,TOT,MID,49,33.7,36.4,0,7.1,2,0,0,0,0,0,0,1,0,1.7,159,0,3
Digne,EVE,DEF,49,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1.8,4,0,1
Diop,WHU,DEF,44,0.2,6.2,2,0.8,3,0,0,1,0,0,0,1,0,0.7,90,0,-2
Doherty,WOL,DEF,44,34,33.6,48,11.3,5,0,0,1,0,0,0,0,0,0.8,248,0,2
Doucoure,WAT,MID,60,43.9,43.6,4,9.1,2,0,1,0,0,0,0,0,0,1.9,270,1,11
Douglas,WOL,DEF,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dowell,EVE,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drinkwater,CHE,MID,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
Dubravka,NEW,GKP,50,0,33,0,3.3,2,0,0,0,0,0,5,0,0,0.4,230,0,9
Duffy,BHA,DEF,45,0.2,116.4,23,13.9,5,1,0,0,0,0,0,0,0,2.9,270,0,10
Dummett,NEW,DEF,45,1.7,21.2,1,2.4,2,0,0,0,0,0,0,0,0,0.3,230,0,8
Dunk,BHA,DEF,44,0.3,15,0,1.5,2,0,0,0,0,0,0,0,0,2.1,109,0,2
Durm,HUD,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Ecuele Manga,CAR,DEF,45,13.7,58.2,0,7.3,2,0,0,0,0,0,0,0,0,0.1,270,0,13
Ederson,MCI,GKP,56,10,53.2,0,6.3,2,0,1,0,0,0,4,0,0,22,270,1,15
Elliot,NEW,GKP,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0
Elneny,ARS,MID,44,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0
Elyounoussi,SOU,MID,64,85.8,24.8,56,16.6,1,0,0,0,0,0,0,0,0,0.2,112,0,3
Emerson,CHE,DEF,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Enobakhare,WOL,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
Eriksen,TOT,MID,94,94.5,25.6,52,17.3,2,0,0,0,0,0,0,0,0,11.8,180,0,4
Etheridge,CAR,GKP,45,0,115.6,0,11.5,2,0,0,0,0,2,9,0,0,4.3,270,3,28
Evans,LEI,DEF,50,0.4,13.6,0,1.4,0,0,0,0,0,0,0,1,0,0.4,90,0,5
Fabianski,WHU,GKP,45,0,115,0,11.4,9,0,0,0,0,0,16,0,0,15.9,270,1,8
Fabinho,LIV,MID,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0
Fabri,FUL,GKP,45,0,115.2,0,11.5,5,0,0,0,0,0,15,0,0,0.4,180,2,8
Felipe Anderson,WHU,MID,69,90.6,63,39,19.3,8,0,1,0,0,0,0,1,0,2.5,241,0,8
Fellaini,MUN,MID,50,3.7,9.6,2,1.5,1,0,1,0,0,0,0,0,0,0.7,36,0,5
Fernandes,WHU,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
Fernandinho,MCI,MID,55,21.2,35,21,7.7,2,0,0,0,0,0,0,0,0,5.5,270,0,7
Fernandez,NEW,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,50,0,1
Firmino,LIV,FWD,95,62.7,58.4,105,22.6,0,0,2,0,0,0,0,0,0,30.7,248,0,12
Foden,MCI,MID,49,10.9,4.2,8,2.3,0,0,0,0,0,0,0,0,0,0.2,8,0,1
Fonte,FUL,MID,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
Forster,SOU,GKP,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Foster,WAT,GKP,45,10,22.2,0,3.2,2,0,0,0,0,0,4,0,0,4.8,270,0,10
Fosu-Mensah,FUL,DEF,45,2.3,9.6,1,1.3,5,0,0,0,0,0,0,0,0,0.7,138,0,1
Francis,BOU,DEF,45,11.1,29.8,4,4.5,0,0,1,0,0,0,0,0,0,0.5,35,0,5
Fraser,BOU,MID,56,119.8,98.6,64,28.2,3,1,1,0,0,0,0,0,0,5.2,270,4,19
Fred,MUN,MID,59,9,11.4,1,2.2,3,0,0,0,0,0,0,1,0,3.4,165,0,4
Fredericks,WHU,DEF,49,20.8,27,6,5.4,7,0,0,0,0,0,0,1,0,0.5,180,0,0
Fuchs,LEI,DEF,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0
Fabregas,CHE,MID,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
Gabbiadini,SOU,FWD,59,3.5,0,2,0.5,0,0,0,0,0,0,0,0,0,0.3,36,0,2
Gayle,NEW,FWD,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Ghezzal,LEI,MID,54,13.2,5,4,2.2,1,0,0,0,0,0,0,0,0,0.1,39,0,2
Gibbs-White,WOL,MID,45,2.2,0,2,0.3,0,0,0,0,0,0,0,1,0,0.3,26,0,1
Gibson,BUR,DEF,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0
Giroud,CHE,FWD,79,11.9,7.4,36,5.5,0,0,0,0,0,0,0,0,0,2.7,15,0,1
Gomes,WAT,GKP,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
Gomez,LIV,DEF,50,23.5,61.4,25,11.1,0,0,0,0,0,0,0,0,0,1.3,270,2,20
Gosling,BOU,MID,50,36.2,40.8,2,7.9,3,0,0,0,0,0,0,1,0,0.1,270,0,6
Grant,MUN,GKP,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gray,WAT,FWD,60,28.2,39.6,66,13.4,1,1,0,0,0,0,0,0,0,0.7,212,0,10
Gray,LEI,MID,55,26.3,55.2,68,15,3,1,0,0,0,0,0,0,0,1.3,258,2,14
Gross,BHA,MID,69,52.6,62.8,44,15.9,3,1,0,0,0,0,0,0,0,5.3,158,3,12
Guaita,CRY,GKP,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
Gudmundsson,BUR,MID,60,71.7,31,52,15.5,4,0,1,0,0,0,0,0,0,1.7,194,0,9
Guendouzi,ARS,MID,45,31.4,49,16,9.6,6,0,0,0,0,0,0,0,0,3.1,235,0,5
Gueye,EVE,MID,50,10.2,72.6,25,10.8,5,0,0,0,0,0,0,1,0,0.5,270,0,5
Gunn,SOU,GKP,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
Gunnarsson,CAR,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
Gundogan,MCI,MID,55,74.8,44,71,18.9,2,0,1,0,0,0,0,0,0,2.1,247,3,13
Hadergjonaj,HUD,DEF,45,25.9,26.8,8,6,9,0,0,0,0,0,0,0,0,0.1,270,0,6
Halford,CAR,DEF,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hamer,HUD,GKP,40,0,78.4,0,7.8,9,0,0,0,0,0,11,0,0,6.5,192,0,4
Hart,BUR,GKP,45,0,47.2,0,4.7,6,0,0,0,0,0,8,0,0,6,228,0,9
Hause,WOL,DEF,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
Hayden,NEW,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,20,0,-2
Hazard,CHE,MID,105,49.1,50.2,39,13.9,0,0,2,0,0,0,0,0,0,13,93,0,9
Heaton,BUR,GKP,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Hemed,BHA,FWD,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
Henderson,LIV,MID,54,17.7,18.4,0,3.7,0,0,0,0,0,0,0,0,0,1,67,0,3
Hendrick,BUR,MID,55,9.5,11,56,7.7,6,1,0,0,0,0,0,0,0,0.2,192,0,11
Hennessey,CRY,GKP,45,0,72.8,0,7.3,4,0,0,0,0,0,13,0,0,2.8,270,1,13
Herrera,MUN,MID,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Hoedt,SOU,DEF,45,12.9,38.4,1,5.3,4,0,0,0,0,0,0,1,0,0.4,270,0,7
Hogg,HUD,MID,45,6.3,10,0,1.6,3,0,0,0,0,0,0,0,1,0.3,152,0,2
Hoilett,CAR,MID,54,31,19,20,7,2,0,0,0,0,0,0,0,0,0.2,172,0,5
Holding,ARS,DEF,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
Holebas,WAT,DEF,46,88.2,64.2,10,16.2,2,1,2,0,0,0,0,2,0,6.7,270,2,22
Holgate,EVE,DEF,45,1.8,44,2,4.8,5,0,0,0,0,0,0,0,0,0.2,227,0,3
Hudson-Odoi,CHE,MID,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0
Hughes,WAT,MID,50,28,60,37,12.5,2,1,0,0,0,0,0,1,0,1.2,252,2,13
Hugill,WHU,FWD,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyndman,BOU,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hojbjerg,SOU,MID,45,29.4,2.6,5,3.7,2,0,0,0,0,0,0,0,1,0.4,76,0,-1
Ibe,BOU,MID,53,46.4,10.4,6,6.3,1,0,0,0,0,0,0,0,0,0.4,26,0,1
Iborra,LEI,MID,49,1.5,3.4,0,0.5,1,0,0,0,0,0,0,0,0,0.1,10,0,1
Iheanacho,LEI,FWD,60,19.6,6,32,5.7,3,0,1,0,0,0,0,0,0,1.2,164,0,8
Ince,HUD,MID,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ings,SOU,FWD,56,55.8,49,186,29.1,3,1,0,0,0,0,0,0,0,5.4,192,1,10
Iwobi,ARS,MID,55,38.7,59.4,29,12.7,3,1,1,0,0,0,0,0,0,1.6,119,0,11
Izquierdo,BHA,MID,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Jach,CRY,DEF,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Jagielka,EVE,DEF,44,0,0,0,0,2,0,0,0,0,0,0,0,1,1,39,0,-3
Jahanbakhsh,BHA,MID,69,14.4,6,0,2.1,0,0,0,0,0,0,0,0,0,1.1,33,0,2
Jakupovic,LEI,GKP,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
James,LEI,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Janmaat,WAT,DEF,50,13,32,23,6.9,2,0,1,0,0,0,0,2,0,0.6,270,1,12
Jazz Richards,CAR,DEF,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
Jesus,MCI,FWD,105,72.2,64.6,134,27.1,1,1,0,0,0,0,0,0,0,2.5,129,1,9
Jimenez,WOL,FWD,55,39.5,53.6,127,21.9,5,1,0,0,0,0,0,0,0,5,270,0,10
Johansen,FUL,MID,54,6.1,9.8,0,1.6,2,0,0,0,0,0,0,0,0,0.1,25,0,2
Jones,MUN,DEF,53,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0
Jonny,WOL,DEF,45,44.8,32.4,15,9.3,5,0,0,0,0,0,0,0,0,0.5,249,0,4
Jorginho,CHE,MID,51,21.2,67,24,11.2,2,1,0,0,0,0,0,0,0,14.4,230,1,12
Joselu,NEW,FWD,50,19.5,46,110,17.5,2,1,0,0,0,0,0,1,0,4.1,148,1,7
Jota,WOL,MID,63,49.3,20,39,10.8,5,0,1,0,0,0,0,0,0,3.2,225,0,8
Kabasele,WAT,DEF,45,0.5,18.2,22,4.1,2,0,0,0,0,0,0,0,0,0.8,270,0,10
Kaboul,WAT,DEF,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
Kachunga,HUD,FWD,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Kaikai,CRY,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
Kamara,FUL,FWD,45,60.1,13.8,30,10.4,4,0,0,0,0,0,0,0,0,11.7,116,0,3
Kane,TOT,FWD,125,55.3,46.6,82,18.4,2,1,0,0,0,0,0,1,0,27.8,178,1,8
Kante,CHE,MID,50,60.8,57.8,61,18,2,1,0,0,0,0,0,0,0,23.2,230,0,11
Karius,LIV,GKP,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
Kayal,BHA,MID,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,1,0,1
Keane,EVE,DEF,50,21.7,119.8,84,22.6,5,1,1,0,0,0,0,0,0,2.6,270,4,17
Kebano,FUL,MID,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Keita,LIV,MID,75,55,37.4,47,14,0,0,0,0,0,0,0,0,0,4.9,242,0,9
Kelly,CRY,DEF,40,0,0,0,0,2,0,0,0,0,0,0,0,0,6.7,90,0,1
Kenedy,NEW,MID,50,2.1,21,53,7.6,2,0,0,0,1,0,0,0,0,1.6,180,0,3
Kenny,EVE,DEF,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
Kepa,CHE,GKP,55,0,37.4,0,3.7,2,0,0,0,0,0,6,0,0,3.9,230,0,9
Ki Sung-yueng,NEW,MID,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,50,0,1
Kiko Femenia,WAT,DEF,44,1.2,2.4,0,0.3,0,0,0,0,0,0,0,0,0,0.4,10,0,2
King,BOU,FWD,64,56.3,39,87,18.2,3,1,0,0,0,0,0,1,0,4.6,269,3,12
Klaassen,EVE,MID,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klavan,LIV,DEF,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Knockaert,BHA,MID,55,21.4,35.2,52,10.9,5,0,1,0,0,0,0,0,0,0.5,255,0,9
Kolasinac,ARS,DEF,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
Kompany,MCI,DEF,55,10.5,52,6,6.9,2,0,0,0,0,0,0,1,0,2,180,0,3
Kongolo,HUD,DEF,45,21.2,37.2,6,6.5,9,0,0,1,0,0,0,1,0,0.2,270,0,3
Koscielny,ARS,DEF,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Kouyate,CRY,MID,49,0,5,17,2.2,0,0,0,0,0,0,0,0,0,0.4,2,0,1
Kovacic,CHE,MID,60,7.7,11.6,0,1.9,0,0,0,0,0,0,0,1,0,1,80,0,1
Lacazette,ARS,FWD,94,34,20,33,8.4,2,0,1,0,0,0,0,0,0,2.7,96,0,6
Lallana,LIV,MID,69,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1.1,3,0,1
Lamela,TOT,MID,65,14.8,22.6,56,9.3,0,0,1,0,0,0,0,0,0,0.1,17,0,4
Lanzini,WHU,MID,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laporte,MCI,DEF,55,22.6,82,83,18.8,2,1,0,0,0,0,0,0,0,2.1,270,0,16
Lascelles,NEW,DEF,50,0.6,38.2,26,6.5,2,0,0,0,0,0,0,0,0,7.2,180,2,9
Le Marchand,FUL,DEF,45,1.4,62.6,2,6.7,7,0,0,0,0,0,0,0,0,0.3,228,1,3
Lejeune,NEW,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lemina,SOU,MID,50,25.3,45.8,64,13.5,4,0,1,0,0,0,0,1,0,0.3,270,0,9
Lennon,BUR,MID,50,14.6,15.6,23,5.3,6,0,0,0,0,0,0,0,0,0.4,228,0,6
Leno,ARS,GKP,49,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0
Lerma,BOU,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
Lewis Cook,BOU,MID,49,1.6,2.4,0,0.4,0,0,0,0,0,0,0,0,0,0.3,15,0,2
Lichtsteiner,ARS,DEF,49,5.8,1,2,0.9,1,0,0,0,0,0,0,0,0,1.7,55,0,1
Lindegaard,BUR,GKP,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Lindelof,MUN,DEF,50,1.1,40.4,2,4.4,4,0,0,0,0,0,0,0,0,1.2,180,0,3
Lingard,MUN,MID,69,11.9,3.6,2,1.8,0,0,0,0,0,0,0,0,0,3.4,45,0,1
Llorente,TOT,FWD,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0
Lloris,TOT,GKP,55,0,34.2,0,3.4,2,0,0,0,0,0,3,0,0,7.4,180,0,4
Locadia,BHA,FWD,55,0.2,0.4,0,0.1,1,0,0,0,0,0,0,0,0,0.1,16,0,2
Loftus-Cheek,CHE,MID,54,1.3,2.2,0,0.4,0,0,0,0,0,0,0,0,0,0.8,22,0,1
Long,SOU,FWD,50,13.5,13.8,6,3.4,1,0,0,0,0,0,0,0,0,1.5,117,0,3
Long,BUR,DEF,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
Lookman,EVE,MID,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
Lovren,LIV,DEF,50,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0
Lowton,BUR,DEF,50,9.9,24.2,1,3.5,6,0,0,0,0,0,0,0,0,0.8,228,0,7
Lucas,WHU,FWD,65,18.4,8.4,6,3.3,2,0,0,0,0,0,0,0,0,0.2,40,0,2
Lucas Moura,TOT,MID,70,14.3,47.6,52,11.4,2,1,0,0,0,0,0,0,0,2.3,157,0,9
Lukaku,MUN,FWD,110,3,39,56,9.9,4,1,0,0,0,0,0,0,0,7.6,113,2,9
Lossl,HUD,GKP,45,0,24,0,2.4,0,0,0,0,0,0,3,0,0,1.6,77,2,9
Lowe,HUD,DEF,45,16.8,18.2,0,3.5,8,0,0,0,0,0,0,0,0,0.2,160,0,0
Maddison,LEI,MID,65,39.7,59.2,42,14.1,2,1,0,0,0,0,0,0,0,2.4,220,1,13
Madine,CAR,FWD,45,0,2,0,0.2,1,0,0,0,0,0,0,0,0,1.3,2,0,1
Maguire,LEI,DEF,55,14,93,9,11.6,3,1,0,0,0,0,0,2,0,15.4,270,3,16
Mahrez,MCI,MID,89,28.8,6.2,33,6.8,0,0,0,0,0,0,0,0,0,3.2,90,0,3
Maitland-Niles,ARS,MID,44,10.3,10.8,0,2.1,1,0,0,0,0,0,0,0,0,0.4,34,0,1
